"TIMESTAMP","RECORD","no_use","Curr_Sec_InSet","Curr_Sec_Sample","Valid_Sample_RMLogBins","LiveBin_1dC","LiveBin_2dC","LiveBin_3dC","LiveBin_4dC","LiveBin_5dC","LiveBin_6dC","LiveBin_7dC","LiveBin_8dC","LiveBin_9dC","LiveBin_10dC","LiveBin_11dC","LiveBin_12dC","LiveBin_13dC","LiveBin_14dC","LiveBin_15dC","LiveBin_16dC","LiveGreaterBin_16dC","LiveBin_1dN","LiveBin_2dN","LiveBin_3dN","LiveBin_4dN","LiveBin_5dN","LiveBin_6dN","LiveBin_7dN","LiveBin_8dN","LiveBin_9dN","LiveBin_10dN","LiveBin_11dN","LiveBin_12dN","LiveBin_13dN","LiveBin_14dN","LiveBin_15dN","LiveBin_16dN","LiveGreaterBin_16dN","LiveBin_1dNdD","LiveBin_2dNdD","LiveBin_3dNdD","LiveBin_4dNdD","LiveBin_5dNdD","LiveBin_6dNdD","LiveBin_7dNdD","LiveBin_8dNdD","LiveBin_9dNdD","LiveBin_10dNdD","LiveBin_11dNdD","LiveBin_12dNdD","LiveBin_13dNdD","LiveBin_14dNdD","LiveBin_15dNdD","LiveBin_16dNdD","LiveGreaterBin_16dNdD","LiveBin_1dNdlogD","LiveBin_2dNdlogD","LiveBin_3dNdlogD","LiveBin_4dNdlogD","LiveBin_5dNdlogD","LiveBin_6dNdlogD","LiveBin_7dNdlogD","LiveBin_8dNdlogD","LiveBin_9dNdlogD","LiveBin_10dNdlogD","LiveBin_11dNdlogD","LiveBin_12dNdlogD","LiveBin_13dNdlogD","LiveBin_14dNdlogD","LiveBin_15dNdlogD","LiveBin_16dNdlogD","LiveGreaterBin_16dNdlogD","LiveBin_1dM","LiveBin_2dM","LiveBin_3dM","LiveBin_4dM","LiveBin_5dM","LiveBin_6dM","LiveBin_7dM","LiveBin_8dM","LiveBin_9dM","LiveBin_10dM","LiveBin_11dM","LiveBin_12dM","LiveBin_13dM","LiveBin_14dM","LiveBin_15dM","LiveBin_16dM","LiveGreaterBin_16dM","LiveBin_1dMdD","LiveBin_2dMdD","LiveBin_3dMdD","LiveBin_4dMdD","LiveBin_5dMdD","LiveBin_6dMdD","LiveBin_7dMdD","LiveBin_8dMdD","LiveBin_9dMdD","LiveBin_10dMdD","LiveBin_11dMdD","LiveBin_12dMdD","LiveBin_13dMdD","LiveBin_14dMdD","LiveBin_15dMdD","LiveBin_16dMdD","LiveGreaterBin_16dMdD","LiveBin_1dMdlogD","LiveBin_2dMdlogD","LiveBin_3dMdlogD","LiveBin_4dMdlogD","LiveBin_5dMdlogD","LiveBin_6dMdlogD","LiveBin_7dMdlogD","LiveBin_8dMdlogD","LiveBin_9dMdlogD","LiveBin_10dMdlogD","LiveBin_11dMdlogD","LiveBin_12dMdlogD","LiveBin_13dMdlogD"
"11",2019-11-14 14:19:37,35191,NA,826,0,1,417,87,18,8,8,4,1,0,3,0,2,1,0,2,0,0,0,25.02,5.22,1.08,0.48,0.48,0.24,0.06,0,0.18,0,0.12,0.06,0,0.12,0,0,0,338.108,57.363,10.286,4,4.364,1.2,0.2,0,0.514,0,0.142,0.073,0,0.095,0,0,0,261.305,55.191,12.214,5.785,7.472,2.477,0.527,0,2.214,0,0.951,0.63,0,1.261,0,0,0,0.507,0.204,0.079,0.063,0.104,0.093,0.049,0,0.627,0,1.599,1.68,0,12.511,0,0,0,6.857,2.243,0.754,0.528,0.95,0.464,0.162,0,1.79,0,1.897,2.051,0,9.859,0,0,0,5.3,2.158,0.895,0.764,1.627,0.957,0.426,0,7.708,0,12.674,17.651,0
"12",2019-11-14 14:19:38,35192,NA,827,0,1,374,91,13,10,2,4,4,1,4,0,2,0,0,0,0,0,0,22.44,5.46,0.78,0.6,0.12,0.24,0.24,0.06,0.24,0,0.12,0,0,0,0,0,0,303.243,60,7.429,5,1.091,1.2,0.8,0.15,0.686,0,0.142,0,0,0,0,0,0,234.359,57.728,8.821,7.231,1.868,2.477,2.106,0.515,2.952,0,0.951,0,0,0,0,0,0,0.455,0.214,0.057,0.079,0.026,0.093,0.194,0.108,0.836,0,1.599,0,0,0,0,0,0,6.15,2.347,0.545,0.661,0.237,0.464,0.648,0.27,2.387,0,1.897,0,0,0,0,0,0,4.753,2.258,0.647,0.955,0.407,0.957,1.706,0.926,10.277,0,12.674,0,0
"13",2019-11-14 14:19:39,35193,NA,828,0,1,399,77,13,6,0,0,1,3,4,3,0,1,1,0,0,0,0,23.94,4.62,0.78,0.36,0,0,0.06,0.18,0.24,0.18,0,0.06,0.06,0,0,0,0,323.514,50.769,7.429,3,0,0,0.2,0.45,0.686,0.4,0,0.073,0.059,0,0,0,0,250.025,48.847,8.821,4.339,0,0,0.527,1.545,2.952,2.089,0,0.63,0.63,0,0,0,0,0.486,0.181,0.057,0.048,0,0,0.049,0.324,0.836,1.121,0,1.68,3.242,0,0,0,0,6.561,1.986,0.545,0.396,0,0,0.162,0.809,2.387,2.49,0,2.051,3.178,0,0,0,0,5.071,1.91,0.647,0.573,0,0,0.426,2.779,10.277,13.002,0,17.651,34.056
"14",2019-11-14 14:19:40,35194,NA,829,0,1,415,85,25,9,4,6,3,3,4,0,0,0,0,0,0,0,0,24.9,5.1,1.5,0.54,0.24,0.36,0.18,0.18,0.24,0,0,0,0,0,0,0,0,336.487,56.044,14.286,4.5,2.182,1.8,0.6,0.45,0.686,0,0,0,0,0,0,0,0,260.051,53.922,16.964,6.508,3.736,3.715,1.58,1.545,2.952,0,0,0,0,0,0,0,0,0.505,0.199,0.11,0.071,0.052,0.139,0.146,0.324,0.836,0,0,0,0,0,0,0,0,6.824,2.192,1.047,0.595,0.475,0.696,0.486,0.809,2.387,0,0,0,0,0,0,0,0,5.274,2.109,1.244,0.86,0.813,1.435,1.279,2.779,10.277,0,0,0,0
"15",2019-11-14 14:19:41,35195,NA,830,0,1,393,78,23,7,6,2,2,1,3,1,1,1,0,1,0,0,0,23.58,4.68,1.38,0.42,0.36,0.12,0.12,0.06,0.18,0.06,0.06,0.06,0,0.06,0,0,0,318.649,51.429,13.143,3.5,3.273,0.6,0.4,0.15,0.514,0.133,0.071,0.073,0,0.047,0,0,0,246.265,49.481,15.607,5.062,5.604,1.238,1.053,0.515,2.214,0.696,0.475,0.63,0,0.631,0,0,0,0.478,0.183,0.101,0.055,0.078,0.046,0.097,0.108,0.627,0.374,0.8,1.68,0,6.256,0,0,0,6.463,2.011,0.964,0.462,0.712,0.232,0.324,0.27,1.79,0.83,0.949,2.051,0,4.93,0,0,0,4.995,1.935,1.144,0.669,1.22,0.478,0.853,0.926,7.708,4.334,6.337,17.651,0
"16",2019-11-14 14:19:42,35196,NA,831,0,1,417,79,11,10,6,5,7,3,3,0,0,1,0,0,0,0,0,25.02,4.74,0.66,0.6,0.36,0.3,0.42,0.18,0.18,0,0,0.06,0,0,0,0,0,338.108,52.088,6.286,5,3.273,1.5,1.4,0.45,0.514,0,0,0.073,0,0,0,0,0,261.305,50.116,7.464,7.231,5.604,3.096,3.686,1.545,2.214,0,0,0.63,0,0,0,0,0,0.507,0.185,0.048,0.079,0.078,0.116,0.34,0.324,0.627,0,0,1.68,0,0,0,0,0,6.857,2.037,0.461,0.661,0.712,0.58,1.134,0.809,1.79,0,0,2.051,0,0,0,0,0,5.3,1.96,0.547,0.955,1.22,1.196,2.985,2.779,7.708,0,0,17.651,0
"17",2019-11-14 14:19:43,35197,NA,832,0,1,412,86,18,7,2,5,2,2,4,0,1,0,0,0,0,0,0,24.72,5.16,1.08,0.42,0.12,0.3,0.12,0.12,0.24,0,0.06,0,0,0,0,0,0,334.054,56.703,10.286,3.5,1.091,1.5,0.4,0.3,0.686,0,0.071,0,0,0,0,0,0,258.171,54.556,12.214,5.062,1.868,3.096,1.053,1.03,2.952,0,0.475,0,0,0,0,0,0,0.501,0.202,0.079,0.055,0.026,0.116,0.097,0.216,0.836,0,0.8,0,0,0,0,0,0,6.775,2.218,0.754,0.462,0.237,0.58,0.324,0.54,2.387,0,0.949,0,0,0,0,0,0,5.236,2.134,0.895,0.669,0.407,1.196,0.853,1.853,10.277,0,6.337,0,0
"18",2019-11-14 14:19:44,35198,NA,833,0,1,445,71,19,8,4,3,3,2,2,0,4,0,0,0,0,0,0,26.7,4.26,1.14,0.48,0.24,0.18,0.18,0.12,0.12,0,0.24,0,0,0,0,0,0,360.811,46.813,10.857,4,2.182,0.9,0.6,0.3,0.343,0,0.285,0,0,0,0,0,0,278.85,45.041,12.893,5.785,3.736,1.857,1.58,1.03,1.476,0,1.902,0,0,0,0,0,0,0.542,0.167,0.084,0.063,0.052,0.07,0.146,0.216,0.418,0,3.199,0,0,0,0,0,0,7.318,1.831,0.796,0.528,0.475,0.348,0.486,0.54,1.194,0,3.794,0,0,0,0,0,0,5.655,1.761,0.945,0.764,0.813,0.718,1.279,1.853,5.138,0,25.347,0,0
"19",2019-11-14 14:19:45,35199,NA,834,0,1,405,89,17,8,4,5,1,1,3,1,2,4,0,0,1,0,0,24.3,5.34,1.02,0.48,0.24,0.3,0.06,0.06,0.18,0.06,0.12,0.24,0,0,0.06,0,0,328.378,58.681,9.714,4,2.182,1.5,0.2,0.15,0.514,0.133,0.142,0.293,0,0,0.038,0,0,253.785,56.459,11.536,5.785,3.736,3.096,0.527,0.515,2.214,0.696,0.951,2.522,0,0,0.631,0,0,0.493,0.209,0.075,0.063,0.052,0.116,0.049,0.108,0.627,0.374,1.599,6.719,0,0,12.069,0,0,6.66,2.295,0.712,0.528,0.475,0.58,0.162,0.27,1.79,0.83,1.897,8.204,0,0,7.639,0,0,5.147,2.208,0.846,0.764,0.813,1.196,0.426,0.926,7.708,4.334,12.674,70.605,0
"20",2019-11-14 14:19:46,35200,NA,835,0,1,456,72,20,11,4,5,1,1,2,0,2,1,0,0,1,0,0,27.36,4.32,1.2,0.66,0.24,0.3,0.06,0.06,0.12,0,0.12,0.06,0,0,0.06,0,0,369.73,47.473,11.429,5.5,2.182,1.5,0.2,0.15,0.343,0,0.142,0.073,0,0,0.038,0,0,285.743,45.675,13.571,7.954,3.736,3.096,0.527,0.515,1.476,0,0.951,0.63,0,0,0.631,0,0,0.555,0.169,0.088,0.087,0.052,0.116,0.049,0.108,0.418,0,1.599,1.68,0,0,12.069,0,0,7.499,1.857,0.838,0.727,0.475,0.58,0.162,0.27,1.194,0,1.897,2.051,0,0,7.639,0,0,5.795,1.786,0.995,1.051,0.813,1.196,0.426,0.926,5.138,0,12.674,17.651,0
"21",2019-11-14 14:19:47,35201,NA,836,0,1,399,97,19,5,3,6,3,2,3,1,0,0,0,1,0,0,0,23.94,5.82,1.14,0.3,0.18,0.36,0.18,0.12,0.18,0.06,0,0,0,0.06,0,0,0,323.514,63.956,10.857,2.5,1.636,1.8,0.6,0.3,0.514,0.133,0,0,0,0.047,0,0,0,250.025,61.534,12.893,3.616,2.802,3.715,1.58,1.03,2.214,0.696,0,0,0,0.631,0,0,0,0.486,0.228,0.084,0.04,0.039,0.139,0.146,0.216,0.627,0.374,0,0,0,6.256,0,0,0,6.561,2.501,0.796,0.33,0.356,0.696,0.486,0.54,1.79,0.83,0,0,0,4.93,0,0,0,5.071,2.407,0.945,0.478,0.61,1.435,1.279,1.853,7.708,4.334,0,0,0
"22",2019-11-14 14:19:48,35202,NA,837,0,1,410,91,28,9,2,5,4,0,2,0,0,1,2,0,0,0,0,24.6,5.46,1.68,0.54,0.12,0.3,0.24,0,0.12,0,0,0.06,0.12,0,0,0,0,332.432,60,16,4.5,1.091,1.5,0.8,0,0.343,0,0,0.073,0.118,0,0,0,0,256.918,57.728,19,6.508,1.868,3.096,2.106,0,1.476,0,0,0.63,1.261,0,0,0,0,0.499,0.214,0.123,0.071,0.026,0.116,0.194,0,0.418,0,0,1.68,6.484,0,0,0,0,6.742,2.347,1.173,0.595,0.237,0.58,0.648,0,1.194,0,0,2.051,6.357,0,0,0,0,5.211,2.258,1.393,0.86,0.407,1.196,1.706,0,5.138,0,0,17.651,68.111
"23",2019-11-14 14:19:49,35203,NA,838,0,1,450,85,20,8,4,3,0,0,2,0,1,0,1,0,0,0,0,27,5.1,1.2,0.48,0.24,0.18,0,0,0.12,0,0.06,0,0.06,0,0,0,0,364.865,56.044,11.429,4,2.182,0.9,0,0,0.343,0,0.071,0,0.059,0,0,0,0,281.983,53.922,13.571,5.785,3.736,1.857,0,0,1.476,0,0.475,0,0.63,0,0,0,0,0.548,0.199,0.088,0.063,0.052,0.07,0,0,0.418,0,0.8,0,3.242,0,0,0,0,7.4,2.192,0.838,0.528,0.475,0.348,0,0,1.194,0,0.949,0,3.178,0,0,0,0,5.719,2.109,0.995,0.764,0.813,0.718,0,0,5.138,0,6.337,0,34.056
"24",2019-11-14 14:19:50,35204,NA,839,0,1,442,84,24,4,4,2,3,2,2,1,2,1,1,0,0,0,0,26.52,5.04,1.44,0.24,0.24,0.12,0.18,0.12,0.12,0.06,0.12,0.06,0.06,0,0,0,0,358.378,55.385,13.714,2,2.182,0.6,0.6,0.3,0.343,0.133,0.142,0.073,0.059,0,0,0,0,276.97,53.287,16.286,2.892,3.736,1.238,1.58,1.03,1.476,0.696,0.951,0.63,0.63,0,0,0,0,0.538,0.197,0.106,0.032,0.052,0.046,0.146,0.216,0.418,0.374,1.599,1.68,3.242,0,0,0,0,7.268,2.166,1.005,0.264,0.475,0.232,0.486,0.54,1.194,0.83,1.897,2.051,3.178,0,0,0,0,5.617,2.084,1.194,0.382,0.813,0.478,1.279,1.853,5.138,4.334,12.674,17.651,34.056
"25",2019-11-14 14:19:51,35205,NA,840,0,1,399,86,18,7,3,3,1,4,2,2,2,0,0,0,0,0,0,23.94,5.16,1.08,0.42,0.18,0.18,0.06,0.24,0.12,0.12,0.12,0,0,0,0,0,0,323.514,56.703,10.286,3.5,1.636,0.9,0.2,0.6,0.343,0.267,0.142,0,0,0,0,0,0,250.025,54.556,12.214,5.062,2.802,1.857,0.527,2.06,1.476,1.392,0.951,0,0,0,0,0,0,0.486,0.202,0.079,0.055,0.039,0.07,0.049,0.432,0.418,0.747,1.599,0,0,0,0,0,0,6.561,2.218,0.754,0.462,0.356,0.348,0.162,1.079,1.194,1.66,1.897,0,0,0,0,0,0,5.071,2.134,0.895,0.669,0.61,0.718,0.426,3.705,5.138,8.668,12.674,0,0
"26",2019-11-14 14:19:52,35206,NA,841,0,1,399,75,26,15,8,2,3,2,5,1,1,0,0,0,0,0,0,23.94,4.5,1.56,0.9,0.48,0.12,0.18,0.12,0.3,0.06,0.06,0,0,0,0,0,0,323.514,49.451,14.857,7.5,4.364,0.6,0.6,0.3,0.857,0.133,0.071,0,0,0,0,0,0,250.025,47.578,17.643,10.847,7.472,1.238,1.58,1.03,3.69,0.696,0.475,0,0,0,0,0,0,0.486,0.176,0.114,0.119,0.104,0.046,0.146,0.216,1.044,0.374,0.8,0,0,0,0,0,0,6.561,1.934,1.089,0.991,0.95,0.232,0.486,0.54,2.984,0.83,0.949,0,0,0,0,0,0,5.071,1.861,1.293,1.433,1.627,0.478,1.279,1.853,12.846,4.334,6.337,0,0
"27",2019-11-14 14:19:53,35207,NA,842,0,1,444,97,24,5,4,5,0,3,0,1,1,1,1,0,0,0,0,26.64,5.82,1.44,0.3,0.24,0.3,0,0.18,0,0.06,0.06,0.06,0.06,0,0,0,0,360,63.956,13.714,2.5,2.182,1.5,0,0.45,0,0.133,0.071,0.073,0.059,0,0,0,0,278.224,61.534,16.286,3.616,3.736,3.096,0,1.545,0,0.696,0.475,0.63,0.63,0,0,0,0,0.54,0.228,0.106,0.04,0.052,0.116,0,0.324,0,0.374,0.8,1.68,3.242,0,0,0,0,7.301,2.501,1.005,0.33,0.475,0.58,0,0.809,0,0.83,0.949,2.051,3.178,0,0,0,0,5.643,2.407,1.194,0.478,0.813,1.196,0,2.779,0,4.334,6.337,17.651,34.056
"28",2019-11-14 14:19:54,35208,NA,843,0,1,447,81,20,3,4,4,3,2,2,2,2,0,0,0,0,0,0,26.82,4.86,1.2,0.18,0.24,0.24,0.18,0.12,0.12,0.12,0.12,0,0,0,0,0,0,362.432,53.407,11.429,1.5,2.182,1.2,0.6,0.3,0.343,0.267,0.142,0,0,0,0,0,0,280.103,51.384,13.571,2.169,3.736,2.477,1.58,1.03,1.476,1.392,0.951,0,0,0,0,0,0,0.544,0.19,0.088,0.024,0.052,0.093,0.146,0.216,0.418,0.747,1.599,0,0,0,0,0,0,7.351,2.089,0.838,0.198,0.475,0.464,0.486,0.54,1.194,1.66,1.897,0,0,0,0,0,0,5.681,2.01,0.995,0.287,0.813,0.957,1.279,1.853,5.138,8.668,12.674,0,0
